ident,type,name,latitude_deg,longitude_deg,iata_code
WAME,small_airport,Buli Airport,0.917144,128.382116,PGQ
WAMG,small_airport,Jalaluddin Airport,0.637119,122.849998,GTO
WAMH,medium_airport,Naha Airport,3.68478,125.527162,NAH
WAMI,small_airport,Bolaang Mongondow Airport,0.88855,124.033634,LKM
WAMJ,small_airport,Gebe Airport,-0.078889,129.457993,GEB
WAMK,small_airport,Kuabang Airport,1.188608,127.896036,KAZ
WAMM,large_airport,Sam Ratulangi International Airport,1.548591,124.92625,MDC
WAMN,small_airport,Melangguane Airport,4.010334,126.673192,MNA
WAMO,small_airport,Siau/Sitaro Airport,2.648591,125.423301,BRG
WAMP,small_airport,Indonesia Morowali Industrial Park (IMIP) Airport,-2.799322,122.141385,MWS
WAMS,small_airport,Miangas Airport,5.560419,126.580095,IAX
WAMU,small_airport,Wuasa Airport,-1.425,120.316391,
WAMY,small_airport,Buol - Pogogul Airport,1.102318,121.413358,UOL
WAOC,small_airport,Bersujud Airport,-3.41241,115.995003,BTW
WAOG,small_airport,Sebuku Airport,-3.626954,116.370352,
WAOH,small_airport,Kota Baru Airport,-3.989646,116.101499,
WAOI,small_airport,Iskandar Airport,-2.7052,111.672997,PKN
WAOK,small_airport,Gusti Syamsir Alam Airport,-3.294796,116.163815,KBU
WAON,medium_airport,Warukin Airport,-2.21656,115.435997,TJG
WAOO,large_airport,Syamsudin Noor International Airport,-3.440112,114.761209,BDJ
WAOS,small_airport,Sampit (H.Asan) Airport,-2.499198,112.974987,SMQ
WAOT,small_airport,Teluk Kepayang Airport,-3.4203,115.6867,
WAOU,small_airport,Sanggu Airport,-1.669533,114.899265,
WAOW,small_airport,Tumbang Samba Airport,-1.469024,113.080984,TBM
WAPA,small_airport,Amahai Airport,-3.347851,128.927093,AHI
WAPB,small_airport,Bula Airport,-3.10996,130.509995,
WAPC,small_airport,Bandanaira Airport,-4.5214,129.9054,NDA
WAPD,small_airport,Rar Gwamar Airport,-5.773724,134.209245,DOB
WAPE,small_airport,"Mangole Airport, Falabisahaya",-1.782255,125.482246,MAL
WAPF,medium_airport,Karel Sadsuitubun Airport,-5.760278,132.759444,LUV
WAPG,small_airport,Namrole Airport,-3.85522,126.700902,NRE
WAPH,small_airport,Oesman Sadik Airport,-0.633764,127.505394,LAH
WAPI,small_airport,Saumlaki/Olilit Airport,-7.98861,131.306,
WAPK,small_airport,Benjina Airport,-6.06613,134.273971,BJK
WAPL,small_airport,Dumatubin Airport,-5.66162,132.731003,
WAPN,medium_airport,Namniwel Airport,-3.143159,126.976469,NAM
WAPO,small_airport,Larat Airport,-7.1282,131.7673,
WAPP,large_airport,Pattimura International Airport,-3.71026,128.089005,AMQ
WAPR,small_airport,Namlea Airport,-3.236887,127.100215,
WAPT,small_airport,Taliabu Island Airport,-1.6426299810409546,124.55899810791016,TAX
WAPU,small_airport,Kufar Airport,-3.462637,130.790593,
WAPV,small_airport,Wahai Airport,-2.8114,129.484,WBA
WAQC,small_airport,Maratua Airport,2.19759,118.599361,RTU
WAQG,small_airport,Binuang Airport,3.773936,115.855914,
WAQM,small_airport,Robert Atty Bessing,3.575256,116.619769,LNU
WAQP,small_airport,Long Pala Airstrip,4.043858,116.128937,
WAQT,medium_airport,Kalimarau Airport,2.14776,117.430705,BEJ
WAQU,small_airport,Long Layu Airport,3.611585,115.69921,
WAQV,small_airport,Long Pujungan Airstrip,2.590605,115.79857,
WAQW,small_airport,Long Sule Airstrip,1.384398,115.707323,
WAQX,small_airport,Pulau Sapi Airstrip,3.522768,116.517259,
WARA,medium_airport,Abdul Rachman Saleh Airport,-7.929099,112.714233,MLG
WARC,small_airport,Ngloram Airport,-7.195522,111.545287,CPF
WARE,small_airport,Notohadinegoro Airport,-8.242494,113.693476,JBB
WARI,small_airport,Iswahjudi Air Base,-7.61577,111.433998,
WARJ,medium_airport,Adisutjipto International Airport,-7.78818,110.431999,JOG
WARP,small_airport,Pagerungan Airport,-6.956515,115.931107,
WARQ,large_airport,Adisoemarmo International Airport,-7.516044,110.757492,SOC
WARR,large_airport,Juanda International Airport,-7.37983,112.787003,SUB
WARS,large_airport,Jenderal Ahmad Yani Airport,-6.970732,110.373244,SRG
WART,small_airport,Trunojoyo Airport,-7.022391,113.887699,SUP
WARW,small_airport,Harun Thohir Airport,-5.723628,112.678889,BXW
WASA,small_airport,Ayawasi Airport,-1.159779,132.464082,AYW
WASB,small_airport,Stenkol Airport,-2.102572,133.515981,NTI
WASC,small_airport,Abresso Airport,-1.496667,134.1925,RSK
WASE,small_airport,Kebar Airport,-0.810418,133.054937,KEQ
WASF,medium_airport,Fakfak Airport,-2.920508,132.267011,FKQ
WASI,small_airport,Inanwatan Airport,-2.127447,132.160056,INX
WASK,medium_airport,Utarom Airport,-3.6446,133.695116,KNG
WASM,small_airport,Merdey Airport,-1.591154,133.295867,RDE
WASN,small_airport,Marinda Airport,-0.424969,130.773535,RJM
WASO,medium_airport,Babo Airport,-2.53224,133.438995,BXB
WASR,medium_airport,Rendani Airport,-0.891833,134.048996,MKW
WASS,medium_airport,Domine Eduard Osok Airport,-0.894,131.287,SOQ
WAST,small_airport,Teminabuan Airport,-1.44545,132.021139,TXM
WASU,small_airport,Kambuaya Airport,-1.316815,132.286987,KBX
WASW,small_airport,Wasior Airport,-2.720434,134.505902,WSR
WATA,small_airport,AA Bere Tallo (Haliwen) Airport,-9.074841,124.903285,ABU
WATB,small_airport,Bajawa Soa (Turelelo) Airport,-8.70777,121.058243,BJW
WATC,small_airport,Frans Xavier Seda Airport,-8.639514,122.238135,MOF
WATE,small_airport,H. Hasan Aroeboesman (Ende) Airport,-8.849114,121.66101,ENE
WATG,small_airport,Frans Sales Lega Airport,-8.596171,120.478177,RTG
WATL,small_airport,Larantuka Gewayentana Airport,-8.274424,123.002,LKA
WATM,small_airport,Alor Island - Mali Airport,-8.13234,124.597,ARD
WATO,small_airport,Komodo Airport,-8.480694,119.888306,LBJ
WATQ,small_airport,John Becker Airport,-8.015716,127.200179,
WATR,small_airport,David Constantijn Saudale Airport,-10.765834,123.076046,RTI
WATS,small_airport,Sabu-Tardanu Airport,-10.4924,121.8482,SAU
WATT,medium_airport,El Tari Airport,-10.1716,123.670998,KOE
WATW,small_airport,Wonopito Airport,-8.361805,123.438554,LWE
WAVV,medium_airport,Wamena Airport,-4.097324,138.952417,WMX
WAWB,small_airport,Betoambari Airport,-5.486037,122.569823,BUW
WAWD,medium_airport,Matahora Airport,-5.292123,123.636233,WNI
WAWH,small_airport,Selayar - Haji Aroeppala Airport,-6.17921,120.437479,KSR
WAWN,small_airport,Arung Palakka Airport,-4.459582,120.310436,APD
WAWP,medium_airport,Sangia Nibandera Airport,-4.338158,121.524047,KXB
WAWR,small_airport,Sugimanuru Airport,-4.763298,122.566352,RAQ
WAWS,small_airport,Soroako Airport,-2.530582,121.356096,SQR
WAWT,small_airport,Pongtiku Airport,-3.04474,119.821999,TTR
WAWW,small_airport,Haluoleo Airport,-4.08161,122.417999,KDI
WAYH,small_airport,Mapenduma Airstrip,-4.30893,138.246504,
WAYI,small_airport,Bilai Airstrip,-3.741405,136.859239,
WAYP,small_airport,Potowai Buru Airstrip,-4.283533,134.974353,
WAYQ,small_airport,Paro Airstrip,-4.388644,138.233939,
WAYU,small_airport,Wangbe Airstrip,-3.868616,137.468316,
WAYW,small_airport,Waren Airstrip,-2.264493,136.384144,
WI1B,small_airport,Suparlan Batujajar Airport,-6.903611,107.475556,
WI1C,small_airport,Rumpin Airport,-6.371861,106.621861,
WI1G,small_airport,Gading Wonosari Airport,-7.916865,110.565354,
WIAC,small_airport,Balai Sepuak Airstrip,0.450209,111.217012,
WIAG,small_airport,Menggala Airport,-4.48943996429,105.217002869,
WIAJ,small_airport,Atang Senjaya Airport,-6.538819,106.755466,
WIAK,small_airport,Sulaiman Airport,-6.98278,107.572998,
WIBB,medium_airport,Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,0.458647,101.444321,PKU
WIBD,medium_airport,Pinang Kampai Airport,1.609026,101.433493,DUM
WIBI,small_airport,Pulai Airport,0.218532,103.163037,
WIBJ,medium_airport,Japura Airport,-0.352808,102.334999,RGT
WIBL,small_airport,Sultan Syarif Haroen Setia Negara Airport,0.499262,101.923391,
WIBS,small_airport,Sungai Pakning Bengkalis Airport,1.37,102.139999,SEQ
WIBT,small_airport,Raja Haji Abdullah Airport,1.05287,103.391517,TJB
WICA,medium_airport,Kertajati International Airport,-6.647384,108.165561,KJT
WICB,small_airport,Budiarto Airport,-6.293171,106.57,RTO
WICC,medium_airport,Husein Sastranegara International Airport,-6.90063,107.575996,BDO
WICD,small_airport,Cakrabhuwana  Airport,-6.757,108.538849,CBN
WICM,small_airport,Cibeureum Airport,-7.3466,108.246002,TSY
WICN,small_airport,Nusawiru Airport,-7.719895,108.488995,CJN
WIDB,small_airport,Tambelan Airport,0.979922,107.564658,TBX
WIDD,large_airport,Hang Nadim International Airport,1.12103,104.119003,BTH
WIDE,small_airport,Tuanku Tambusai Airport,0.845431,100.370154,PPR
WIDL,small_airport,Letung Airport,2.96447,105.75484,LMU
WIDM,small_airport,Matak Airport,3.34812,106.258003,MWK
WIDN,medium_airport,Raja Haji Fisabilillah International Airport,0.92397,104.53341,TNJ
WIDS,small_airport,Dabo Airport,-0.479611,104.579498,SIQ
WIFL,small_airport,Riam Batu Airstrip.,-1.497363,110.674943,
WIGM,small_airport,Muko Muko Airport,-2.541058,101.087651,MPC
WIHC,small_airport,Wiladatika Airport,-6.35643,106.900796,
WIHH,large_airport,Halim Perdanakusuma International Airport,-6.266989,106.890318,HLP
WIHP,small_airport,Pondok Cabe Air Base,-6.336959838867188,106.76499938964844,PCB
WIII,large_airport,Soekarno-Hatta International Airport,-6.12557,106.655998,CGK
WIIK,small_airport,Kalijati Airport,-6.53139019012,107.658996582,
WILG,small_airport,Gunung Batin Airport,-4.706449,105.26393,
WILL,medium_airport,Radin Inten II International Airport,-5.246803,105.182531,TKG
WILP,small_airport,Muhammad Taufiq Kiemas Airport,-5.211562,103.936501,TFY
WILW,small_airport,Way Jepara Airport,-5.051246,105.655461,
WIMA,small_airport,Malikus Saleh Airport,5.22668,96.950302,LSW
WIMB,medium_airport,Binaka Airport,1.166275,97.705196,GNS
WIME,medium_airport,Aek Godang Airport,1.4001,99.430496,AEG
WIMF,small_airport,Jenderal Besar Abdul Haris Nasution Airport,0.943995,99.534093,JHN
WIMK,medium_airport,Soewondo Air Force Base,3.558425,98.672275,MES
WIMM,large_airport,Kualanamu International Airport,3.637847,98.870566,KNO
WIMN,small_airport,Silangit Airport,2.25973,98.991898,DTB
WIMP,small_airport,Sibisa Airport,2.601967,98.962381,SIW
WIMS,medium_airport,Dr. Ferdinand Lumban Tobing Airport,1.557127,98.887145,FLZ
WIMU,medium_airport,Alas Leuser Airport,3.391456,97.863726,LSR
WIOB,small_airport,Bengkayang Airport,0.8333330154418945,109.48332977294922,
WIOD,small_airport,H A S Hanandjoeddin International Airport,-2.744109,107.754535,TJQ
WIOG,medium_airport,Nanga Pinoh Airport,-0.34864,111.746155,NPO
WIOH,small_airport,Liku Airport,1.737455,109.324002,
WIOI,small_airport,Singkawang Airport,1.0756800174713137,109.68800354003906,
WIOK,medium_airport,Rahadi Osman Airport,-1.817165,109.963469,KTG
WION,medium_airport,Ranai Airport,3.90871,108.388,NTX
WIOO,large_airport,Supadio International Airport,-0.152258,109.404493,PNK
WIOP,medium_airport,Pangsuma Airport,0.834579,112.940217,PSU
WIOS,medium_airport,Tebelian Airport,-0.045214,111.458049,SQG
WIOV,small_airport,Babang Airstrip,1.340038,109.911081,
WIPA,small_airport,Sultan Thaha Airport,-1.638685,103.645063,DJB
WIPB,small_airport,Silampari Airport,-3.288165,102.91449,LLJ
WIPD,small_airport,Banding Agung Airport,-4.78702,103.932999,
WIPF,small_airport,Kuala Tungkal Airport,-0.8166670203208923,103.46666717529295,
WIPI,small_airport,Muara Bungo Airport,-1.541635,102.181613,BUU
WIPK,medium_airport,Depati Amir Airport,-2.1622,106.139,PGK
WIPL,medium_airport,Fatmawati Soekarno Airport,-3.8637,102.338997,BKS
WIPO,small_airport,Gatot Subrato Airport,-4.39177,104.401001,
WIPP,medium_airport,Sultan Mahmud Badaruddin II Airport,-2.897653,104.698147,PLM
WIPQ,medium_airport,Pendopo Airport,-3.2860701084136963,103.87999725341795,PDO
WIPT,large_airport,Minangkabau International Airport,-0.785964,100.280384,PDG
WIPY,small_airport,Atung Bungsu Airport,-4.0225,103.379167,PXA
WIQD,small_airport,Teratai Airstrip,0.4,110.75,
WIQE,small_airport,Ulak Muid Aistrip,-0.676667,111.526111,
WISA,small_airport,Smart Semelagi Airport,0.998107,109.051913,
WITA,small_airport,Teuku Cut Ali Airport,3.16904,97.288299,TPK
WITC,medium_airport,Cut Nyak Dhien Airport,4.040998,96.253312,MEQ
WITG,small_airport,Lasikin Airport,2.411328,96.327722,LKI
WITK,medium_airport,Rembele Airport,4.72113,96.851943,TXE
WITL,medium_airport,Lhok Sukon Airport,5.06951,97.259201,LSX
WITN,small_airport,Maimun Saleh Airport,5.874668,95.33967,SBG
WITS,small_airport,Seumayam Airport,3.75,96.63333129882812,
WITT,large_airport,Sultan Iskandar Muda International Airport,5.525087,95.41997,BTJ
WPAS,small_airport,Mathilda Batlayeri Airport,-7.848354,131.337068,SXK
WRBU,small_airport,Buntok Airport,-1.73250997066,114.838996887,
WREP,small_airport,Yugwa Airstrip,-3.878464,138.663223,
WRFC,small_airport,Endomen Airstrip,-4.224099,139.881753,
WRFE,small_airport,Proyam Airstrip,-3.716667,138.733333,
WRGS,small_airport,Kwelamdua Airstrip,-4.690176,139.755245,
WRHC,small_airport,Makki Airstrip,-3.969521,138.629268,
WRHD,small_airport,Mbuwa Airstrip,-4.23834,138.465659,
WRIQ,small_airport,Somanente Airstrip,-2.201166,138.86909,
WRJG,small_airport,Ures Airstrip,-2.955556,139.621111,
WRKJ,small_airport,Mena Airport,-9.183889389038086,124.58916473388672,
WRKN,small_airport,Naikliu Airport,-9.49547004699707,123.79499816894533,
WRLA,small_airport,Sangkimah Airport,0.384421,117.542832,SGQ
WRLB,small_airport,Yuvai Semaring Airport,3.900495,115.690089,LBW
WRLC,small_airport,LNG Badak Airport,0.121656,117.476558,BXT
WRLF,small_airport,Nunukan Airport,4.134001,117.669546,NNX
WRLH,small_airport,Tanah Grogot Airport,-1.885541,116.256809,TNB
WRLJ,small_airport,Tanjung Bara Airport,0.5605,117.64435,
WRLM,small_airport,Kegata Airstrip,-4.045488,135.558913,
WRLN,small_airport,Long Mawang Airport,1.7992,114.9043,
WRLP,small_airport,Long Apung Airport,1.706932,114.969934,LPU
WRLR,small_airport,Modio Airstrip,-4.066384,135.790291,
WRLS,small_airport,Obogwy Airstrip,-2.835037,137.972235,
WRLU,small_airport,Sangkulirang Airport,1.00089,117.996002,
WRLV,small_airport,Wapoga Airstrip,-3.040179,136.377255,
WRLW,small_airport,Muara Wahau Airport,1.193225,116.955886,
WRLX,small_airport,Tigi Airstrip,-4.025408,136.21185,
WRMH,small_airport,Miaro Airstrip,-6.197837,139.008001,
WRNB,small_airport,Weri Airstrip,-3.289248,137.831717,
WRRP,small_airport,Mayado Airstrip,-1.909542,133.157418,
