destination,restaurant_name,rating,review_count,price_level,category,restaurant_url,latitude,longitude
raja ampat,Raja Ampat Cafe & Resto,,,,,https://www.google.com/maps/place/Raja+Ampat+Cafe+%26+Resto/data=!4m7!3m6!1s0x2e69f5003e35a635:0x6c51b0cece8b5107!8m2!3d-6.1825978!4d106.8687913!16s%2Fg%2F11yyhmzml4!19sChIJNaY1PgD1aS4RB1GLzs6wUWw?authuser=0&hl=id&rclk=1,-0.7125553,130.3034473
raja ampat,Rumah Makan Raja Ampat,,,,,https://www.google.com/maps/place/Rumah+Makan+Raja+Ampat/data=!4m7!3m6!1s0x2d5eab12bcaec647:0xd6c09628d571faf2!8m2!3d-0.8687968!4d131.2513784!16s%2Fg%2F11c2nj12sv!19sChIJR8auvBKrXi0R8vpx1SiWwNY?authuser=0&hl=id&rclk=1,-0.421107,130.8228097
raja ampat,Ayam Bakar Madu Raja Ampat,,,,,https://www.google.com/maps/place/Ayam+Bakar+Madu+Raja+Ampat/data=!4m7!3m6!1s0x2dd7f9833876fbcb:0xb672f5b689c58336!8m2!3d-7.2543764!4d112.7660136!16s%2Fg%2F11khs2534x!19sChIJy_t2OIP51y0RNoPFibb1crY?authuser=0&hl=id&rclk=1,-0.7125553,130.3034473
raja ampat,Cafe'in Raja Ampat,,,,,https://www.google.com/maps/place/Cafe%27in+Raja+Ampat/data=!4m7!3m6!1s0x2d5f1df5f0db836f:0x7573487f38bb2d47!8m2!3d-0.4218118!4d130.8234512!16s%2Fg%2F11p9mqdvxn!19sChIJb4Pb8PUdXy0RRy27OH9Ic3U?authuser=0&hl=id&rclk=1,-0.7125553,130.3034473
morotai,Jangkar Cafe & Resto,,,,,https://www.google.com/maps/place/Jangkar+Cafe+%26+Resto/data=!4m7!3m6!1s0x329099005ed972a9:0xb98c1219b5aee3d!8m2!3d2.0137177!4d128.2804864!16s%2Fg%2F11zb268lf6!19sChIJqXLZXgCZkDIRPe5amyHBmAs?authuser=0&hl=id&rclk=1,2.3129234,128.4418556
morotai,White Sand Beach Resto & Bar,,,,,https://www.google.com/maps/place/White+Sand+Beach+Resto+%26+Bar/data=!4m7!3m6!1s0x32909985ecf566ab:0xe081c42d2c04430d!8m2!3d2.007195!4d128.2788962!16s%2Fg%2F11xyn43jgx!19sChIJq2b17IWZkDIRDUMELC3EgeA?authuser=0&hl=id&rclk=1,2.3129234,128.4418556
morotai,Mutiara Coffee and Eat,,,,,https://www.google.com/maps/place/Mutiara+Coffee+and+Eat/data=!4m7!3m6!1s0x329099b653f34b4f:0xf848fc379842efe8!8m2!3d2.0433359!4d128.2921624!16s%2Fg%2F11tdp9vjk5!19sChIJT0vzU7aZkDIR6O9CmDf8SPg?authuser=0&hl=id&rclk=1,2.3129234,128.4418556
morotai,SEA GRILL,,,,,https://www.google.com/maps/place/SEA+GRILL/data=!4m7!3m6!1s0x3290970037192359:0x1bee1d7a89cd991f!8m2!3d2.062158!4d128.308891!16s%2Fg%2F11ynql_gc8!19sChIJWSMZNwCXkDIRH5nNiXod7hs?authuser=0&hl=id&rclk=1,2.3129234,128.4418556
morotai,Resto Jaguar,,,,,https://www.google.com/maps/place/Resto+Jaguar/data=!4m7!3m6!1s0x329099f8ef63f329:0x426654662a46ebc6!8m2!3d2.0305874!4d128.2929915!16s%2Fg%2F11jll3cmyv!19sChIJKfNj7_iZkDIRxutGKmZUZkI?authuser=0&hl=id&rclk=1,2.3129234,128.4418556
morotai,Warung Makan ZAM JAYA,,,,,https://www.google.com/maps/place/Warung+Makan+ZAM+JAYA/data=!4m7!3m6!1s0x3290981938b6ddb5:0xd9d9005f11b0aa5!8m2!3d2.0618199!4d128.3054514!16s%2Fg%2F11f10gy8s5!19sChIJtd22OBmYkDIRpQob8QWQnQ0?authuser=0&hl=id&rclk=1,2.3129234,128.4418556
morotai,Da Osaka Tuna,,,,,https://www.google.com/maps/place/Da+Osaka+Tuna/data=!4m7!3m6!1s0x3290b1d48829256f:0xa2c6cd899dcca4d3!8m2!3d2.0629345!4d128.4866885!16s%2Fg%2F11hzxs6sb7!19sChIJbyUpiNSxkDIR06TMnYnNxqI?authuser=0&hl=id&rclk=1,2.3129234,128.4418556
morotai,Irama Resto,,,,,https://www.google.com/maps/place/Irama+Resto/data=!4m7!3m6!1s0x329099f8316528bf:0xd0162046e9e5fcc3!8m2!3d2.0263495!4d128.2867151!16s%2Fg%2F11hxbbmqcl!19sChIJvyhlMfiZkDIRw_zl6UYgFtA?authuser=0&hl=id&rclk=1,2.3129234,128.4418556
